,y_true,y_predicted
2019-02-04,1.0,1.0
2019-02-07,1.0,1.0
2019-02-11,1.0,1.0
2019-02-14,1.0,1.0
2019-02-18,2.0,1.0
2019-02-21,2.0,2.0
2019-02-25,1.0,2.0
2019-02-28,1.0,0.0
2019-03-04,0.0,1.0
2019-03-07,0.0,0.0
2019-03-11,0.0,0.0
2019-03-14,0.0,0.0
2019-03-18,3.0,0.0
2019-09-26,1.0,2.0
2019-09-30,3.0,2.0
2019-10-03,4.0,1.0
2019-10-07,2.0,1.0
2019-10-10,4.0,1.0
2019-10-14,2.0,0.0
2019-10-17,2.0,1.0
2019-10-21,1.0,1.0
2019-10-24,3.0,1.0
2019-10-28,3.0,1.0
2019-10-31,4.0,3.0
2019-11-04,4.0,4.0
2019-11-07,4.0,4.0
2019-11-11,1.0,0.0
2019-11-14,1.0,1.0
2019-11-18,1.0,1.0
2019-11-21,1.0,1.0
2019-11-25,1.0,1.0
2019-11-28,0.0,1.0
2019-12-02,0.0,1.0
2019-12-05,2.0,0.0
2019-12-09,2.0,0.0
2019-12-12,4.0,1.0
2019-12-16,4.0,2.0
2019-12-19,4.0,1.0
2019-12-23,4.0,0.0
2019-12-26,1.0,0.0
2019-12-30,1.0,0.0
2020-01-02,1.0,1.0
2020-01-06,4.0,1.0
2020-01-09,0.0,1.0
2020-01-13,0.0,1.0
2020-01-16,0.0,0.0
2020-01-20,2.0,0.0
2020-01-23,1.0,0.0
2020-01-27,1.0,0.0
2020-01-30,1.0,0.0
2020-02-03,1.0,1.0
2020-02-06,1.0,1.0
2020-02-10,1.0,1.0
2020-02-13,4.0,1.0
2020-02-17,4.0,0.0
2020-02-20,1.0,0.0
2020-02-24,1.0,1.0
2020-02-27,1.0,1.0
2020-03-02,3.0,1.0
2020-03-05,3.0,1.0
2020-03-09,3.0,3.0
2020-03-12,3.0,3.0
2020-03-16,1.0,3.0
2020-09-24,4.0,0.0
2020-09-28,1.0,0.0
2020-10-01,0.0,0.0
2020-10-05,4.0,1.0
2020-10-08,4.0,2.0
2020-10-12,3.0,2.0
2020-10-15,3.0,3.0
2020-10-19,1.0,1.0
2020-10-22,4.0,1.0
2020-10-26,4.0,3.0
2020-10-29,1.0,0.0
2020-11-02,1.0,1.0
2020-11-05,4.0,1.0
2020-11-09,4.0,1.0
2020-11-12,1.0,0.0
2020-11-16,1.0,0.0
2020-11-19,0.0,1.0
2020-11-23,0.0,0.0
2020-11-26,4.0,0.0
